Classificacao,grupo,ordem,familia,especie_ou_subespecie,categoria,lista_2014,ano_lista
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias gardneri,EN,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias ghisolfii,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias gibberatus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias gilbertobrasili,CR,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias guanambi,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias hamadryades,CR,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias harmonicus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias hellneri,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias igneus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias janaubensis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias longignatus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias lopesi,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias macaubensis,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias magnificus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias marginatus,CR (PEX),1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias mediopapillatus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias multiradiatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias nielseni,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias notatus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias nudiorbitatus,VU,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias picturatus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias radiseriatus,EN,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias rufus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias shibattai,VU,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias splendissimus,VU,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias stellatus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias tocantinensis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias trilineatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Hypsolebias virgulatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Kryptolebias brasiliensis,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Kryptolebias campelloi,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Kryptolebias gracilis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Leptolebias marmoratus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Leptopanchax citrinipinnis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Leptopanchax itanhaensis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Leptopanchax opalescens,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Leptopanchax splendens,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Maratecoara formosa,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Maratecoara splendida,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus crixas,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus illuminatus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus karaja,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus kayapo,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus kunzei,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus pinima,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus rubromarginatus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus rutilicaudus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus salmonicaudus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus scalaris,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus ubirajarai,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Melanorivulus vittatus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Moema piriana,CR (PEX),1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Nematolebias catimbau,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Nematolebias papilliferus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Nematolebias whitei,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Notholebias cruzi,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Notholebias fractifasciatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Notholebias minimus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Notholebias vermiculatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias bokermanni,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias constanciae,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias ilheusensis,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias perpendicularis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias rosaceus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias suzarti,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Pituna brevirostrata,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Pituna xinguensis,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Plesiolebias canabravensis,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Plesiolebias xavantei,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys boitonei,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys cholopteryx,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys espinhacensis,EN,0,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys nigromaculatus,VU,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys parallelus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys punctulatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys santanae,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys zonatus,CR (PEX),1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Spectrolebias reticulatus,CR,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Trigonectes strigabundus,EN,1,2022
Fauna,peixes,Cyprinodontiformes,Rivulidae,Xenurolebias myersi,EN,1,2022
Fauna,peixes,Elopiformes,Megalopidae,Megalops atlanticus,VU,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchella curvioperculata,EN,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchogiton zuanoni,EN,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus britskii,EN,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus caboclo,VU,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus higuchii,CR,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus inpai,VU,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus jaimei,CR,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus kokraimoro,EN,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus mareikeae,VU,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus severii,VU,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus villasboasi,EN,1,2022
Fauna,peixes,Gymnotiformes,Apteronotidae,Tembeassu marauna,CR,1,2022
Fauna,peixes,Gymnotiformes,Sternopygidae,Archolaemus ferreirai,VU,0,2022
Fauna,peixes,Gymnotiformes,Sternopygidae,Archolaemus santosi,VU,0,2022
Fauna,peixes,Gymnotiformes,Sternopygidae,Eigenmannia vicentespelaea,VU,1,2022
Fauna,peixes,Hexanchiformes,Hexanchidae,Notorynchus cepedianus,CR,1,2022
Fauna,peixes,Lamniformes,Alopiidae,Alopias superciliosus,EN,1,2022
Fauna,peixes,Lamniformes,Alopiidae,Alopias vulpinus,CR,1,2022
Fauna,peixes,Lamniformes,Cetorhinidae,Cetorhinus maximus,CR,1,2022
Fauna,peixes,Lamniformes,Lamnidae,Carcharodon carcharias,VU,1,2022
Fauna,peixes,Lamniformes,Odontaspididae,Carcharias taurus,CR,1,2022
Fauna,peixes,Ophidiiformes,Ophidiidae,Ophidion holbrookii,CR,1,2022
Fauna,peixes,Ophidiiformes,Ophidiidae,Otophidium chickcharney,CR (PEX),0,2022
Fauna,peixes,Orectolobiformes,Ginglymostomatidae,Ginglymostoma cirratum,VU,1,2022
Fauna,peixes,Orectolobiformes,Rhincodontidae,Rhincodon typus,VU,1,2022
Fauna,peixes,Perciformes,Chaetodontidae,Prognathodes obliquus,VU,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla cyclostoma,CR,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla empheres,VU,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla hadrostigma,VU,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla heckeli,VU,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla jegui,EN,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla jupiaensis,EN,1,2022
Fauna,peixes,Perciformes,Cichlidae,Crenicichla urosema,EN,1,2022
Fauna,peixes,Perciformes,Cichlidae,Teleocichla centisquama,EN,1,2022
Fauna,peixes,Perciformes,Cichlidae,Teleocichla cinderella,EN,1,2022
Fauna,peixes,Perciformes,Cichlidae,Teleocichla prionogenys,VU,1,2022
Fauna,peixes,Perciformes,Cichlidae,Teleocichla wajapi,EN,1,2022
Fauna,peixes,Perciformes,Epinephelidae,Epinephelus itajara,CR,1,2022
Fauna,peixes,Perciformes,Epinephelidae,Epinephelus marginatus,VU,1,2022
Fauna,peixes,Perciformes,Epinephelidae,Epinephelus morio,VU,1,2022
Fauna,peixes,Perciformes,Gobiidae,Elacatinus figaro,VU,1,2022
Fauna,peixes,Perciformes,Istiophoridae,Kajikia albida,VU,1,2022
Fauna,peixes,Perciformes,Istiophoridae,Makaira nigricans,EN,1,2022
Fauna,peixes,Perciformes,Labridae,Halichoeres rubrovirens,VU,1,2022
Fauna,peixes,Perciformes,Labrisomidae,Malacoctenus brunoi,VU,1,2022
Fauna,peixes,Perciformes,Lutjanidae,Lutjanus cyanopterus,VU,1,2022
Fauna,peixes,Perciformes,Lutjanidae,Lutjanus purpureus,VU,1,2022
Fauna,peixes,Perciformes,Malacanthidae,Lopholatilus villarii,VU,1,2022
Fauna,peixes,Perciformes,Microdesmidae,Cerdale fasciata,EN,1,2022
Fauna,peixes,Perciformes,Polyprionidae,Polyprion americanus,CR,1,2022
Fauna,peixes,Perciformes,Pomacentridae,Microspathodon chrysurus,VU,1,2022
Fauna,peixes,Perciformes,Pomacentridae,Stegastes rocasensis,VU,1,2022
Fauna,peixes,Perciformes,Pomacentridae,Stegastes sanctipauli,VU,1,2022
Fauna,peixes,Perciformes,Pomacentridae,Stegastes trindadensis,VU,1,2022
Fauna,peixes,Perciformes,Scaridae,Scarus trispinosus,EN,1,2022
Fauna,peixes,Perciformes,Scaridae,Scarus zelindae,VU,1,2022
Fauna,peixes,Perciformes,Scaridae,Sparisoma axillare,VU,1,2022
Fauna,peixes,Perciformes,Scaridae,Sparisoma frondosum,VU,1,2022
Fauna,peixes,Perciformes,Scaridae,Sparisoma rocha,VU,1,2022
Fauna,peixes,Perciformes,Sciaenidae,Pogonias cromis,EN,1,2022
Fauna,peixes,Perciformes,Scombridae,Thunnus thynnus,EN,1,2022
Fauna,peixes,Perciformes,Serranidae,Choranthias salmopunctatus,VU,1,2022
Fauna,peixes,Perciformes,Serranidae,Hyporthodus nigritus,EN,1,2022
Fauna,peixes,Perciformes,Serranidae,Hyporthodus niveatus,VU,1,2022
Fauna,peixes,Perciformes,Serranidae,Mycteroperca bonaci,VU,1,2022
Fauna,peixes,Perciformes,Serranidae,Mycteroperca interstitialis,VU,1,2022
Fauna,peixes,Perciformes,Tripterygiidae,Enneanectes smithi,VU,1,2022
Fauna,peixes,Pleuronectiformes,Achiridae,Achirus mucuri,VU,1,2022
Fauna,peixes,Pristiformes,Pristidae,Pristis pectinata,CR (PEX),1,2022
Fauna,peixes,Pristiformes,Pristidae,Pristis pristis,CR,1,2022
Fauna,peixes,Rajiformes,Dasyatidae,Bathytoshia centroura,CR,1,2022
Fauna,peixes,Rajiformes,Dasyatidae,Fontitrygon colarensis,VU,1,2022
Fauna,peixes,Rajiformes,Dasyatidae,Hypanus americanus,VU,0,2022
Fauna,peixes,Rajiformes,Dasyatidae,Hypanus marianae,VU,0,2022
Fauna,peixes,Rajiformes,Gymnuridae,Gymnura altavela,CR,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Manta birostris,VU,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Mobula mobular,VU,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Mobula tarapacana,VU,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Mobula thurstoni,VU,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Myliobatis freminvillei,EN,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Myliobatis goodei,CR,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Myliobatis ridens,CR,1,2022
Fauna,peixes,Rajiformes,Myliobatidae,Rhinoptera brasiliensis,CR,1,2022
Fauna,peixes,Rajiformes,Potamotrygonidae,Paratrygon aiereba,CR,1,2022
Fauna,peixes,Rajiformes,Rajidae,Atlantoraja castelnaui,EN,1,2022
Fauna,peixes,Rajiformes,Rajidae,Atlantoraja cyclophora,VU,0,2022
Fauna,peixes,Rajiformes,Rajidae,Rioraja agassizii,VU,1,2022
Fauna,peixes,Rajiformes,Rajidae,Sympterygia acuta,EN,1,2022
Fauna,peixes,Rajiformes,Rajidae,Sympterygia bonapartii,EN,1,2022
Fauna,peixes,Rajiformes,Rhinobatidae,Pseudobatos horkelii,CR,1,2022
Fauna,peixes,Rajiformes,Rhinobatidae,Pseudobatos percellens,VU,0,2022
Fauna,peixes,Rajiformes,Rhinobatidae,Zapteryx brevirostris,VU,1,2022
Fauna,peixes,Rajiformes,Urolophidae,Urotrygon microphthalmum,VU,0,2022
Fauna,peixes,Scorpaeniformes,Scorpaenidae,Scorpaenodes insularis,VU,1,2022
Fauna,peixes,Siluriformes,Ariidae,Genidens barbus,EN,1,2022
Fauna,peixes,Siluriformes,Ariidae,Genidens planifrons,CR,1,2022
Fauna,peixes,Siluriformes,Ariidae,Paragenidens grandoculis,CR,1,2022
Fauna,peixes,Siluriformes,Ariidae,Sciades parkeri,VU,1,2022
Fauna,peixes,Siluriformes,Callichthyidae,Corydoras lacerdai,EN,1,2022
Fauna,peixes,Siluriformes,Callichthyidae,Scleromystax macropterus,EN,1,2022
Fauna,peixes,Siluriformes,Doradidae,Kalyptodoras bahiensis,EN,1,2022
Fauna,peixes,Siluriformes,Doradidae,Rhynchodoras xingui,EN,1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Chasmocranus brachynemus,EN,1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Heptapterus multiradiatus,CR (PEX),1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Pimelodella kronei,EN,1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Pimelodella spelaea,EN,1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Rhamdia jequitinhonha,VU,1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Rhamdiopsis krugi,VU,1,2022
Fauna,peixes,Siluriformes,Heptapteridae,Taunayia bifasciata,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Ancistrus cryptophthalmus,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Ancistrus formoso,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Ancistrus minutus,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Baryancistrus longipinnis,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Baryancistrus niveatus,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Delturus parahybae,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Harttia depressa,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Harttia dissidens,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Harttia panara,VU,0,2022
Fauna,peixes,Siluriformes,Loricariidae,Harttia villasboas,VU,0,2022
Fauna,peixes,Siluriformes,Loricariidae,Hemiancistrus megalopteryx,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Hypancistrus zebra,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Hypostomus subcarinatus,CR,0,2022
Fauna,peixes,Siluriformes,Loricariidae,Isbrueckerichthys saxicola,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Leporacanthicus joselimai,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Lithoxus lithoides,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Loricaria coximensis,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Microlepidogaster perforatus,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Neoplecostomus botucatu,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Otothyris juquiae,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Parancistrus nudiventris,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Pareiorhaphis nasuta,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Pareiorhaphis scutula,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Parotocinclus spilurus,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Plesioptopoma curvidens,CR,0,2022
Fauna,peixes,Siluriformes,Loricariidae,Pogonopoma obscurum,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Pogonopoma parahybae,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Pseudotocinclus juquiae,CR,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Pseudotocinclus tietensis,EN,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Scobinancistrus aureatus,VU,1,2022
Fauna,peixes,Siluriformes,Loricariidae,Scobinancistrus pariolispos,VU,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Aguarunichthys tocantinsensis,EN,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Conorhynchos conirostris,EN,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Pimelodus joannis,VU,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Pimelodus stewartii,VU,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Pseudoplatystoma corruscans,VU,0,2022
Fauna,peixes,Siluriformes,Pimelodidae,Steindachneridion amblyurum,CR,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Steindachneridion doceanum,CR,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Steindachneridion melanodermatum,EN,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Steindachneridion parahybae,EN,1,2022
Fauna,peixes,Siluriformes,Pimelodidae,Steindachneridion scriptum,EN,1,2022
Fauna,peixes,Siluriformes,Pseudopimelodidae,Lophiosilurus alexandri,VU,1,2022
Fauna,peixes,Siluriformes,Pseudopimelodidae,Microglanis maculatus,CR,0,2022
Fauna,peixes,Siluriformes,Pseudopimelodidae,Microglanis robustus,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva crassicaudata,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva igobi,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva mboycy,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva paolence,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva papillifera,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva pascuali,CR,0,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Cambeva tropeiro,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Glaphyropoma spinosum,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Ituglanis bambui,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Ituglanis cahyensis,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Ituglanis epikarsticus,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Ituglanis mambai,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Ituglanis passensis,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Ituglanis ramiroi,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Listrura camposi,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Listrura nematopteryx,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Microcambeva draco,EN,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Trichogenes claviger,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Trichomycterus dali,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Trichomycterus itacarambiensis,CR,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Trichomycterus rubbioli,VU,1,2022
Fauna,peixes,Siluriformes,Trichomycteridae,Trichomycterus triguttatus,CR,1,2022
Fauna,peixes,Squatiniformes,Squatinidae,Squatina argentina,CR,1,2022
Fauna,peixes,Squatiniformes,Squatinidae,Squatina guggenheim,CR,1,2022
Fauna,peixes,Squatiniformes,Squatinidae,Squatina occulta,CR,1,2022
Fauna,peixes,Syngnathiformes,Syngnathidae,Hippocampus erectus,VU,1,2022
Fauna,peixes,Syngnathiformes,Syngnathidae,Hippocampus patagonicus,VU,1,2022
Fauna,peixes,Syngnathiformes,Syngnathidae,Hippocampus reidi,VU,1,2022
Fauna,peixes,Torpediniformes,Narcinidae,Narcine brasiliensis,VU,0,2022
